session,visitor,dt,custno,category,event1,event2
2373063,253702,2017-03-26 17:00:23,67087,3,9.0,7
870704,305778,2016-01-20 03:39:19,26695,3,,7
1171743,392502,2017-03-29 19:33:54,36494,3,,7
2746515,241926,2017-10-25 12:26:32,61178,1,1.0,7
2677887,52717,2017-09-05 16:05:47,1804,3,,6
3590721,303813,2017-11-26 16:05:05,43192,2,,8
3200172,276074,2017-05-24 14:22:22,30207,3,,7
1769067,430312,2017-02-13 14:45:54,62019,3,,7
2665480,235187,2016-02-12 09:20:52,12944,2,,7
2098465,281256,2017-10-26 15:24:09,28333,3,,6
2889798,355557,2016-08-24 04:32:26,9864,3,,7
1346007,218540,2016-12-08 06:11:14,45839,1,,8
2724737,460861,2017-11-08 10:17:09,20680,3,,8
934500,481051,2016-01-31 04:38:34,34163,2,,7
876436,231331,2017-05-28 14:24:10,4946,2,7.0,7
2241545,27712,2017-04-23 09:42:18,63538,2,,3
1900042,448138,2017-11-25 20:01:00,587,3,,7
931599,103368,2017-08-05 05:44:12,45765,2,,6
1044076,229308,2017-03-07 12:58:46,713,3,,9
2791405,127648,2016-11-16 08:03:06,42243,3,,1
2543665,306248,2016-02-24 10:56:14,9099,3,,8
1010948,106350,2017-08-06 18:24:10,15839,3,1.0,7
246625,128026,2016-07-17 09:10:12,63813,3,,8
46379,354219,2016-12-15 07:36:54,66312,3,,1
3192385,232785,2017-01-21 14:05:10,13519,3,,7
3364652,52601,2016-09-06 18:11:19,52909,3,,7
2072364,25504,2017-02-19 14:01:19,60273,3,,4
786875,380758,2017-01-17 18:53:34,6415,3,,8
3648328,98804,2017-11-19 10:35:41,68534,3,,7
1030798,179170,2017-10-16 11:43:03,59412,3,2.0,7
2761180,76495,2017-09-28 14:44:36,35793,2,,5
3129846,107264,2017-09-14 21:03:20,23201,3,,8
754455,204179,2017-09-11 07:25:49,66401,3,,6
3665469,180335,2016-11-21 18:19:31,18839,3,4.0,7
2294182,102205,2016-12-15 14:26:20,6020,3,,5
1758076,229108,2016-09-01 08:53:24,12569,3,,7
153177,383134,2016-11-23 15:54:02,44130,2,9.0,10
981729,174206,2016-12-16 08:16:27,52161,3,,7
2531001,307007,2016-12-20 19:55:39,39683,3,11.0,7
2990797,52461,2017-01-17 21:54:04,57954,3,,7
1104920,141240,2016-03-30 12:44:23,13820,1,,7
2354621,236749,2017-10-18 14:18:26,48962,3,4.0,7
3583489,84339,2017-06-02 07:59:44,69339,3,,4
1301549,288520,2017-08-22 04:44:37,47747,3,2.0,7
669963,14010,2016-11-14 14:08:34,20989,3,,4
575580,456972,2016-11-05 19:45:35,44206,3,,6
2674806,102853,2016-06-25 06:58:49,61348,3,1.0,7
2462423,75852,2016-12-12 19:51:23,59419,2,1.0,7
1772592,307467,2016-11-26 19:33:42,63292,2,,4
21702,227642,2016-11-30 09:17:01,38611,3,,5
3095480,406331,2016-06-21 14:28:59,34375,3,,6
142987,356409,2016-10-08 11:06:02,31429,2,1.0,7
1822988,51594,2016-01-20 19:54:31,32979,2,,7
144600,230137,2017-09-24 07:20:18,41598,2,,3
912548,432384,2016-10-16 14:17:40,66840,2,,1
677851,323261,2016-02-08 23:21:03,56086,3,,7
3728185,52261,2016-02-24 11:58:04,2758,3,,4
2347552,500285,2016-04-30 06:02:48,7276,3,,9
3173683,279230,2017-01-22 06:18:51,20458,2,11.0,7
1707657,153475,2017-11-19 16:56:36,56319,3,,8
957163,41821,2016-10-28 14:07:49,25206,3,,7
2690839,31172,2016-08-11 10:10:46,23816,3,4.0,7
2816640,25696,2016-01-30 06:31:25,50115,3,,6
1548476,178653,2016-09-24 04:18:11,38232,3,,7
1852906,25917,2017-08-07 08:24:03,16519,3,,1
1805998,382546,2017-05-04 20:14:13,62804,2,,9
1508828,153772,2017-06-01 04:22:00,29128,3,,1
1860088,76353,2017-04-12 16:30:53,62000,2,,7
3329462,308883,2017-09-24 21:06:09,69608,3,,7
3694990,253650,2017-12-04 12:13:26,10896,3,,7
1553060,359503,2016-07-15 12:11:17,16324,3,,4
206328,328640,2017-07-05 17:28:00,41735,3,,5
2055049,328891,2016-10-09 18:19:03,47406,3,,8
2566220,354077,2016-05-31 16:05:38,23078,3,,7
2343522,305038,2016-10-04 12:16:14,66923,3,,8
79734,239690,2016-12-10 16:14:21,950,3,,7
2385727,24269,2016-06-23 12:19:58,12779,3,,3
2323663,229308,2017-02-23 01:29:39,713,3,,7
142244,332091,2016-07-31 20:13:15,46853,2,,9
1464906,407699,2016-01-30 14:08:10,58123,3,,7
1880998,101824,2016-06-22 09:47:16,63953,3,,10
1260786,181227,2016-07-18 16:32:31,30051,2,,3
3537453,84585,2017-08-23 04:52:56,11772,3,8.0,4
2375148,131707,2017-04-16 17:23:14,58152,3,,7
3736936,206172,2017-05-11 16:29:12,30151,3,,4
3016087,50799,2017-03-03 09:49:38,44044,2,1.0,1
1596555,78077,2017-10-29 14:11:50,29251,3,,3
1693686,25618,2016-05-29 09:07:42,54534,3,,5
3142070,193404,2016-01-20 08:18:44,71343,3,,7
2558205,380439,2017-01-29 06:12:14,152,3,1.0,7
545059,208730,2017-03-15 17:30:33,32860,3,,7
1301639,328620,2017-03-09 18:17:14,28702,3,,7
865446,179819,2016-05-19 21:04:59,70850,3,,4
1790670,482857,2017-09-13 10:57:46,21574,3,,4
2241559,229796,2016-11-09 12:38:54,68959,2,,4
2785998,2957,2016-06-28 11:01:18,38961,2,,3
155313,319475,2017-08-20 17:14:06,31451,1,1.0,7
2197071,115386,2017-06-12 11:03:10,67072,3,,8
3702847,157254,2016-07-31 19:58:54,17521,3,,9
1967225,480920,2017-02-18 08:23:48,69037,2,,6
3377944,182818,2017-01-21 13:01:12,3526,3,,9
2380082,205593,2017-01-28 05:41:33,8758,3,,3
2769561,153642,2016-09-26 15:40:45,53352,3,,1
282766,318230,2016-05-03 17:11:43,49171,1,7.0,7
3093352,143248,2016-03-24 10:13:03,30666,3,1.0,1
996232,229139,2017-10-02 11:13:13,18971,3,,7
1884944,138269,2017-08-17 10:39:29,56086,3,,7
2068591,354222,2017-01-12 19:05:30,20248,3,,3
550196,234179,2016-09-11 11:46:10,48347,3,11.0,7
2996455,354730,2017-05-27 20:36:59,29560,3,,8
3508249,59078,2017-03-29 11:08:22,33666,3,,3
3549032,459265,2016-01-20 18:49:47,23107,3,,7
906092,179030,2016-11-09 09:16:48,59324,3,,5
398317,228146,2017-09-12 08:18:03,35156,3,,8
1727755,410699,2016-04-27 17:53:23,33731,3,,7
3573079,332733,2016-04-03 18:06:47,22471,2,,7
1296483,353881,2016-12-22 06:23:03,12086,3,4.0,7
2522376,8927,2016-08-14 04:50:56,6296,3,,3
2511265,356555,2017-01-08 20:13:15,66613,2,,7
3397294,482559,2017-04-24 08:57:37,29556,3,,7
1292224,287033,2016-09-07 18:32:46,18611,3,,4
275772,231848,2017-09-18 12:32:51,11324,2,,7
2982219,305457,2016-05-08 12:37:30,31270,3,,3
985103,379344,2016-09-21 17:15:40,56319,3,,7
681228,465161,2017-02-24 11:20:20,49482,3,,3
2992483,253116,2016-05-29 12:52:19,21393,3,,3
571890,139671,2016-06-22 21:58:19,4924,3,,1
662443,450006,2017-07-11 17:40:24,54760,3,,4
3306088,305070,2017-07-09 04:32:13,14560,3,,7
2921332,430057,2016-12-28 08:45:49,17030,3,,3
1443143,303891,2016-02-11 17:02:38,46723,2,,8
1488219,140864,2016-09-28 07:51:13,66233,1,1.0,1
1996180,176983,2017-04-17 17:44:19,32628,2,1.0,5
2248374,75882,2017-03-11 18:26:41,29084,2,,5
1664079,368635,2017-11-29 21:56:53,64253,1,,1
756194,26098,2016-07-03 11:42:44,3094,3,,6
1828198,404682,2017-05-23 22:10:09,15006,2,4.0,7
3654707,280374,2016-11-28 19:03:16,56001,3,,8
1497565,457091,2016-08-11 19:24:17,57378,3,,6
498301,164640,2016-06-14 15:11:18,1486,3,6.0,7
3474451,328659,2016-12-16 08:18:08,11813,3,,4
695016,390379,2016-05-07 11:08:30,18591,2,,7
2150909,438231,2016-11-26 19:02:58,3541,3,,3
1388546,155105,2016-12-14 18:24:51,58227,3,,1
1786514,274648,2016-11-24 11:20:29,1484,3,,3
2660904,355792,2017-01-03 17:36:14,44319,3,4.0,2
1086821,90260,2016-12-03 17:30:16,63716,1,,2
3215555,101815,2016-04-12 06:37:22,2261,3,,4
2230627,495226,2016-06-01 17:36:52,14668,1,1.0,2
3458541,280181,2016-03-18 09:11:31,9623,3,,8
3124241,208545,2016-12-07 18:16:04,2735,3,,7
1009999,280171,2017-12-03 18:54:06,42291,3,2.0,7
1530293,258947,2016-04-24 17:20:53,9375,3,,6
2851051,406270,2017-08-04 14:37:35,42167,3,,3
2152227,31725,2017-02-18 13:35:41,40225,3,,6
3392849,127324,2017-08-09 09:12:17,57101,3,,7
3170160,406623,2017-10-18 17:43:46,13269,3,,4
1140397,79748,2016-10-29 18:35:34,68107,2,,7
3033447,90804,2016-08-20 18:06:47,24710,1,,4
2948576,150862,2017-12-09 17:34:57,11408,3,,7
1738921,259228,2017-07-02 16:33:28,37608,3,,7
1764848,204140,2017-05-27 07:50:20,53950,3,,3
3557236,354155,2016-05-21 05:56:03,30283,3,8.0,7
3636772,228429,2017-11-21 11:15:01,21299,3,,9
747229,455209,2016-07-26 17:25:53,65618,2,,7
495712,13820,2016-11-11 05:25:25,54637,3,,4
2982837,114595,2017-06-28 16:06:29,53321,3,,8
1631423,293899,2016-12-11 10:51:10,3680,1,,7
870395,360279,2016-06-17 19:32:00,11241,3,,8
1820800,292849,2016-02-13 20:45:53,11783,1,,8
2443534,233920,2017-05-30 13:27:36,2314,3,,3
3613744,205018,2017-05-02 04:41:06,28156,3,,3
2407655,281014,2017-12-29 10:38:17,4382,3,,4
3150300,229306,2017-06-10 07:09:57,30717,3,,7
1072154,432210,2017-11-29 14:36:43,18575,2,,5
2676025,691,2016-09-07 11:15:13,9444,3,2.0,7
2514533,332038,2017-11-23 20:07:33,16417,2,,2
2587505,334113,2016-08-19 05:03:07,66625,3,,7
1490654,484880,2016-11-15 13:53:28,61178,2,,8
3340998,484434,2016-11-07 07:54:18,67590,3,4.0,7
2585289,270186,2017-11-09 07:14:57,41179,3,8.0,7
276038,432903,2017-05-21 07:53:11,61953,2,,8
1337137,180255,2016-08-13 15:08:52,16501,3,,3
1422243,426913,2016-02-17 04:12:16,6130,3,,7
266082,319944,2017-01-10 19:45:03,408,3,,8
1102183,182331,2017-11-15 17:42:40,5063,3,,5
213191,408180,2017-04-24 19:59:36,18240,3,4.0,7
645503,8843,2017-04-22 05:42:57,42941,3,,7
730659,319175,2016-09-30 13:35:45,38453,3,9.0,1
3553602,1370,2017-08-06 17:29:05,16570,3,,7
3682662,410508,2017-02-08 11:52:12,48220,3,,3
119198,81583,2017-11-13 16:44:13,12673,3,,7
1649728,192781,2016-08-21 18:01:19,42408,1,6.0,7
2741938,317816,2017-03-24 15:41:05,7980,1,,1
1050468,239928,2017-01-22 16:07:13,49632,3,,7
986185,435798,2016-07-21 11:51:01,12087,3,,4
434771,101426,2016-09-04 12:49:49,32887,3,,1
2636740,51312,2017-11-11 18:53:45,4895,2,,7
3355754,377364,2016-12-11 07:22:17,24263,3,,9
2240075,405863,2017-11-18 04:07:04,23591,2,,7
3467847,379385,2017-07-21 21:23:35,19935,3,,4
3321962,281343,2016-04-27 10:08:45,5505,3,,7
2580792,227701,2016-01-23 09:45:20,34176,3,,7
1920214,483788,2016-01-12 17:13:49,25976,3,,8
3709302,381325,2017-12-23 19:48:53,55843,3,,4
344970,314669,2017-05-24 06:18:17,53840,3,,9
672547,988,2016-09-29 09:04:27,66321,3,1.0,7
786147,360293,2016-01-01 16:37:38,26003,3,,7
3448371,281167,2016-11-02 11:47:20,15355,3,,7
2059484,179310,2016-10-19 08:09:23,2608,3,,7
1099732,292745,2016-11-15 07:54:18,59305,1,,3
1015260,309530,2016-02-10 13:05:16,37742,3,,7
464673,126581,2017-02-23 07:28:24,60061,3,,1
1102415,381011,2017-05-01 08:53:33,14553,3,7.0,5
1910444,253834,2016-11-05 14:43:51,41931,3,,7
1652933,329069,2017-08-29 09:11:34,47149,3,,1
569819,214208,2017-02-05 22:35:40,63849,3,,1
1305215,457121,2016-02-07 17:22:03,39002,3,,7
85600,294541,2017-03-12 17:49:07,63400,3,,7
2623823,229895,2017-04-06 16:56:20,68962,2,,2
1352828,382176,2017-03-12 08:01:20,41069,2,,8
222515,204274,2016-12-03 17:59:33,6213,3,,9
3224316,210900,2017-11-05 06:24:37,35749,3,,7
2718702,132810,2016-08-11 10:50:10,63586,3,,4
839373,379849,2017-09-01 08:22:40,61871,3,1.0,7
3522104,388457,2016-02-20 08:49:55,45674,3,11.0,7
3685696,284902,2016-01-18 11:48:28,6729,3,,7
1415839,406324,2016-10-03 15:09:31,3424,3,7.0,7
1413327,228226,2016-11-29 13:05:45,22007,3,,7
224451,101585,2016-06-16 12:19:19,1302,3,,7
3404500,406635,2017-04-30 14:06:37,22297,3,,4
561380,303492,2017-06-16 05:13:45,68775,2,1.0,7
3632342,354018,2016-04-17 10:40:35,18045,3,,7
2110439,102926,2017-12-25 08:03:25,23679,3,,5
2839063,204226,2016-06-17 21:17:47,30159,3,,9
2657870,180706,2016-12-07 02:40:31,22365,3,6.0,1
1459336,279829,2017-12-30 10:55:29,8869,3,,7
1145306,228979,2016-05-02 08:36:30,13891,3,11.0,7
3020548,303310,2017-07-27 04:49:54,69407,2,,7
3577493,435487,2016-04-19 18:02:11,30606,3,4.0,7
3636982,84198,2016-06-05 13:30:42,17702,3,,8
2704658,126750,2017-03-10 17:50:33,53490,3,,9
2891072,461251,2016-11-08 14:28:06,70566,3,,7
2487490,360131,2016-12-04 15:37:07,16228,3,,6
2229305,140857,2016-04-29 19:48:25,62420,1,,5
1297948,258893,2016-02-24 18:10:59,22669,3,,7
2299815,280705,2016-09-04 18:35:59,60326,3,,8
313234,27901,2017-06-25 21:03:23,2078,2,7.0,5
3482057,47143,2017-06-23 11:02:16,20931,3,,3
2289506,81173,2016-07-20 11:14:21,63444,3,,8
1587634,204198,2016-05-10 10:17:41,46686,3,,7
3075920,230179,2016-03-27 22:42:27,8237,2,,7
2389803,281626,2017-10-15 11:23:09,8187,3,,3
1639509,77231,2017-08-27 12:30:45,3503,2,,8
1034223,19643,2016-12-12 09:21:28,53238,3,,8
3117056,185409,2017-11-24 08:43:58,13454,3,,7
3603829,63354,2017-11-27 12:11:17,55034,3,,3
1699037,281886,2016-05-26 12:21:08,15945,3,,8
3095883,446554,2016-05-02 21:11:32,41380,3,,2
1144447,329446,2016-03-20 14:55:34,16988,3,,2
603544,461187,2017-01-31 16:36:21,52614,3,,5
2087003,455288,2017-03-05 09:50:35,63187,2,,7
390367,155433,2017-03-26 18:24:05,45063,3,,3
1478364,384348,2017-11-22 11:52:31,5769,2,,8
1458710,330757,2016-05-04 17:04:47,41050,3,,9
2662573,228880,2017-10-26 15:23:57,28762,3,,6
2429479,483417,2017-04-03 10:17:08,64042,3,,3
2142031,143243,2017-12-10 07:38:34,59418,3,4.0,1
2254893,343051,2016-11-16 11:58:04,45829,1,,7
424374,229790,2017-07-02 08:38:16,26463,2,,8
3122335,136771,2016-06-19 09:08:18,41292,3,,4
68576,11625,2016-11-28 20:11:56,11503,3,7.0,7
665843,280155,2017-08-29 13:36:53,16590,3,,7
3129957,14175,2017-05-10 15:24:35,25635,3,,3
2696048,161947,2017-07-10 04:27:01,64811,3,,3
3233619,380738,2016-02-28 14:33:45,34401,3,,8
41678,106048,2017-01-27 11:45:14,10843,2,2.0,1
2050166,35155,2017-10-17 14:36:46,12860,3,,7
1373579,329949,2017-03-20 17:56:47,53953,3,2.0,1
2467938,382065,2017-04-16 10:32:57,41840,2,,4
1190778,316483,2017-02-28 22:43:42,12405,3,,4
1604127,447225,2016-05-07 08:26:04,10986,3,,8
1137184,103300,2016-01-11 08:39:55,6489,3,,6
2064381,462020,2017-12-05 11:20:11,61565,3,,3
1154041,182580,2016-01-19 09:01:24,63827,3,6.0,7
1147179,179764,2016-08-04 17:23:22,21772,3,,7
1907582,111070,2016-12-29 11:32:07,29068,3,,7
1920618,374476,2017-07-30 16:35:04,57256,3,,3
2970184,171004,2017-05-01 20:13:08,61645,3,,7
2301006,329269,2017-08-20 15:42:35,2839,3,,7
332307,203035,2017-07-23 05:50:45,22637,2,,5
2917816,145944,2016-09-28 09:23:28,11556,3,7.0,7
837725,26800,2017-10-25 15:36:52,34515,3,,9
553539,155766,2016-10-18 09:55:58,57095,2,,8
3289377,345260,2017-09-13 21:47:51,35242,3,,4
164395,404760,2016-10-15 04:56:27,23796,2,1.0,7
3648079,19014,2016-11-20 01:12:42,64205,3,,4
644731,205695,2016-03-09 14:59:02,61884,3,,7
108971,178693,2016-06-15 22:37:11,54050,3,,8
779788,261514,2017-08-14 18:18:48,44175,3,,8
2876387,25917,2017-03-26 10:58:32,16519,3,,7
483814,489362,2016-07-29 06:56:19,27136,3,4.0,7
1672166,27447,2016-01-14 15:51:59,69469,2,,7
2623942,2723,2017-04-02 11:49:25,10714,2,1.0,2
2560229,252870,2016-06-08 19:48:34,31182,3,,3
2658648,306363,2017-11-30 10:32:29,1392,3,,5
3507614,483015,2016-03-15 15:47:44,56852,3,,3
1130979,309659,2017-11-07 08:47:04,38342,3,,1
3576822,457178,2017-07-06 09:37:31,5520,3,,3
1620037,405018,2016-07-04 16:49:27,8144,2,,7
331593,281093,2016-05-17 11:31:57,12121,3,,8
2645187,53707,2017-12-12 12:22:47,57348,3,,1
2268467,258343,2016-10-04 05:22:56,44484,3,,6
2061962,288600,2017-03-03 14:52:55,6029,3,,7
2225789,176950,2017-02-06 02:02:17,2500,2,5.0,5
1978779,202874,2016-09-11 05:33:24,64148,2,1.0,1
110100,372669,2017-02-02 17:56:34,42672,3,,8
1905745,438499,2016-01-28 13:03:31,1741,3,2.0,7
3093725,25415,2016-08-07 17:38:20,21915,3,1.0,1
1291950,132576,2016-10-03 09:25:27,50959,3,,7
3375409,331483,2016-05-31 17:40:34,16465,2,,7
3713775,182093,2017-10-29 00:30:30,1014,3,,7
3583869,185528,2016-06-26 17:52:03,9738,3,,3
706466,267814,2016-07-25 18:18:09,27400,1,2.0,7
322148,441864,2016-07-17 23:40:20,56498,3,1.0,1
1661788,332074,2016-11-06 13:45:25,42715,2,,7
3458744,379520,2016-06-24 10:44:57,9455,3,,4
1120720,235195,2016-05-11 05:16:43,58130,2,,7
3692187,280047,2016-05-10 11:29:13,39278,3,,8
2161911,280776,2016-06-21 13:44:36,17418,3,,7
1152925,335300,2017-04-19 12:43:29,29523,3,,6
772384,379640,2017-04-23 08:32:05,61184,3,,7
1461039,102,2016-12-25 17:27:44,59459,3,,8
3662932,179102,2016-05-24 20:33:12,42197,3,,7
1055146,254420,2017-05-25 20:42:30,58150,3,,4
3337657,403318,2017-09-19 06:06:08,18749,3,,3
1008553,371218,2016-11-09 17:07:09,38355,3,,7
2607663,90230,2016-07-30 10:46:55,29078,1,,7
42216,255056,2017-11-17 06:01:57,6754,2,1.0,1
3606093,59338,2017-12-09 14:39:32,1357,3,,7
3059864,480606,2016-11-15 17:05:27,71342,2,,1
1448112,10319,2017-03-14 09:42:54,257,3,,8
2388243,157168,2016-11-29 16:56:25,11084,3,,3
2087032,152137,2017-01-16 05:06:59,67716,2,,7
64494,151902,2016-12-11 06:22:28,66085,2,1.0,2
2169528,79136,2016-12-08 13:27:00,57549,3,,7
1528776,77798,2016-10-08 12:56:27,66070,3,,1
2954743,464289,2016-12-01 08:21:29,23904,3,,7
123723,305263,2016-03-20 15:06:53,22656,3,,4
2268991,157323,2016-05-26 17:35:29,5510,3,,1
2158092,457980,2017-02-02 18:56:16,32842,3,,3
1591653,20475,2017-01-08 18:20:53,28674,3,,8
521895,427120,2016-02-26 20:35:04,35255,3,,7
1113547,470164,2016-12-16 18:45:43,59390,1,,1
3361627,52253,2017-03-05 06:43:31,19,3,,7
2314429,101081,2017-07-20 20:46:59,30975,3,,9
3205335,92855,2016-12-17 12:46:17,7480,3,,9
711681,140892,2017-11-21 15:36:51,2765,1,,5
2212933,483229,2017-02-07 22:59:50,29050,3,,7
3234456,355089,2017-12-08 12:32:22,49811,3,,4
1957832,482804,2016-01-03 08:29:58,66247,3,4.0,1
1341459,481056,2017-01-20 17:21:21,68502,2,,4
1178928,27326,2017-12-13 06:48:24,50446,3,,7
2644573,132360,2017-01-02 08:12:06,43875,3,,5
2146541,128288,2017-11-27 22:45:04,11613,3,,4
3747862,430742,2017-10-05 08:20:07,11009,3,,3
1851093,469915,2016-02-25 14:27:27,62006,1,9.0,1
948080,354269,2017-12-06 04:50:11,25193,3,,7
1867521,482340,2017-11-29 18:35:49,20742,3,,1
2630025,115682,2016-02-08 12:08:38,1132,1,,7
778327,49,2016-06-06 13:37:39,65301,3,,6
3267697,384835,2016-05-10 20:01:44,64859,3,,9
894752,102108,2017-07-02 05:08:19,18210,3,,6
3613393,430972,2016-02-18 07:26:38,25141,3,,8
3380092,1436,2017-09-05 04:32:47,9985,3,,7
2552868,282630,2016-10-08 22:48:10,48899,2,,7
1498898,293007,2016-11-06 17:53:25,61627,1,,8
186454,103730,2017-05-18 06:51:16,63790,2,,7
363003,179207,2017-12-04 19:17:11,2962,3,,8
1763534,282044,2016-01-17 10:49:07,57264,3,,8
2708258,309784,2017-01-20 06:42:29,20155,3,,7
794135,429959,2017-04-30 04:40:48,36796,3,,7
626615,103189,2017-05-30 23:06:45,59376,3,,6
2346827,414,2017-10-23 22:03:43,61443,3,,4
1058837,26491,2016-10-11 11:26:01,45839,3,,7
3440186,312492,2017-12-26 19:22:19,37702,3,,9
2511863,481209,2016-04-26 10:51:42,62765,2,,1
1253065,252840,2016-11-28 09:57:03,19673,3,,5
2658309,380863,2016-09-05 11:00:49,6342,3,,1
3615413,309302,2016-09-13 17:36:47,32970,3,,8
3241407,206048,2016-12-12 06:30:33,71166,3,,8
2594759,177255,2017-03-19 18:38:31,243,2,4.0,7
1043283,371859,2017-04-28 07:12:07,24902,3,,9
2663277,438700,2016-03-19 09:16:51,62089,3,,8
1457808,179532,2016-09-12 12:10:51,71286,3,,8
2974676,253083,2016-06-26 06:27:31,62484,3,,4
3495199,334561,2017-12-16 14:13:39,55322,3,,8
2747455,459689,2017-10-05 18:38:46,6930,2,,9
3392462,5405,2017-11-25 04:29:54,71137,3,,3
581472,406610,2016-10-19 19:41:05,66082,3,,1
2250546,293153,2016-01-24 04:33:57,14176,1,,10
3327487,447993,2017-03-23 06:11:59,15853,3,,7
3488574,459061,2017-05-03 15:34:42,36073,3,,7
1302140,281124,2016-09-18 16:18:15,11522,3,1.0,7
1932802,483951,2017-06-02 06:25:52,55665,3,,3
953050,135582,2016-11-26 09:19:39,3428,3,,7
3181779,81705,2017-08-30 09:18:13,29317,3,,7
692072,279013,2016-10-15 21:52:29,64056,2,,8
3275665,59154,2017-09-11 18:50:05,66196,3,,3
2953951,55965,2017-04-12 09:08:13,53070,3,,4
3595297,54247,2016-11-04 09:40:46,42026,3,,7
2028666,329487,2017-11-05 18:22:11,64080,3,,9
2623544,27655,2017-04-19 12:32:14,37224,2,8.0,5
1449600,483157,2016-05-11 15:16:25,12031,3,,3
3736710,77572,2017-03-31 10:40:17,54255,3,,3
558219,40149,2016-01-26 20:01:37,48281,1,6.0,7
1101818,126690,2017-11-07 12:57:13,68240,3,,1
1519205,110768,2016-10-10 08:39:08,23075,3,2.0,1
3592211,106814,2016-08-28 07:57:13,57497,3,,3
2879535,178852,2017-11-15 16:51:47,8927,3,,7
2639609,318061,2016-05-20 14:54:36,62476,1,,6
544451,82371,2017-12-05 15:37:51,3363,3,,3
2395739,305768,2017-09-04 09:32:07,20615,3,,4
1779930,266242,2017-10-05 21:39:16,26497,3,,3
1839365,284430,2016-11-03 20:05:34,41879,3,7.0,1
1592191,52510,2017-09-25 21:01:25,50780,3,,3
15306,331998,2017-11-26 13:30:23,38454,2,,7
961442,37554,2016-09-25 08:33:09,26774,3,,4
3705646,8,2016-02-29 06:26:43,19314,3,,7
517646,456157,2017-12-16 10:43:17,13841,2,,7
2996874,345856,2017-01-27 08:08:05,60014,3,,8
3203344,101241,2017-10-08 13:55:03,43458,3,,7
671708,329195,2017-04-22 06:31:40,4675,3,,4
2896516,106823,2017-12-15 11:18:15,37739,3,,8
2347687,27189,2016-03-29 10:02:35,44590,3,2.0,7
1823215,484924,2016-05-07 18:00:46,24241,2,,3
2839911,52234,2016-11-07 12:49:04,63855,3,1.0,7
881051,90210,2016-08-15 17:52:09,52908,1,,1
512789,455398,2016-05-09 17:51:31,39533,2,1.0,1
2584542,132353,2016-07-23 07:56:00,13371,3,,4
1476895,282469,2017-11-28 13:44:58,3794,2,,7
1319404,229116,2016-08-10 09:08:45,69434,3,,8
1336829,33693,2017-01-09 15:30:19,986,3,11.0,7
2036974,76923,2017-10-29 07:00:10,20759,2,1.0,1
3118695,78787,2016-01-04 05:57:41,33890,3,,8
2534705,39396,2016-09-10 20:06:36,50195,3,,3
177517,154209,2017-07-30 07:38:09,2832,3,,5
1428972,84,2016-06-25 09:47:07,43483,3,,9
854526,280009,2016-06-27 11:13:59,6353,3,,8
1569497,136670,2017-02-04 18:09:05,8611,3,,7
126634,329198,2017-01-29 19:22:36,694,3,,7
967277,330316,2016-12-08 10:11:59,49111,3,,3
159145,404685,2016-02-14 06:06:59,52523,2,1.0,7
3584071,175884,2016-12-07 12:30:14,58441,3,,3
1934138,132268,2016-11-25 18:53:51,18731,3,,7
576728,368450,2016-10-08 17:51:27,59273,1,1.0,1
2092902,202292,2017-10-04 10:44:48,63763,2,,7
1738706,430514,2017-08-29 09:42:45,56102,3,,3
2946805,479471,2016-08-31 22:31:25,21770,3,,9
3501973,307007,2017-03-22 18:16:12,39683,3,,10
2094415,39637,2016-05-15 20:22:39,45834,1,,9
2209068,487182,2016-09-12 20:54:03,55855,3,,8
964268,59692,2016-12-12 17:38:37,56921,3,,8
113487,379372,2016-01-27 21:54:57,44658,3,,7
3205858,430675,2016-07-28 08:09:20,25921,3,4.0,7
3725717,306372,2016-10-07 18:13:22,57378,3,,8
1451215,101486,2017-04-11 08:16:59,52497,3,,3
3561246,180708,2016-05-15 23:09:05,64815,3,,9
3256088,254885,2017-04-08 19:23:29,731,3,,7
2538243,52378,2017-06-24 12:24:10,7879,3,,7
2259554,255023,2016-07-30 09:27:56,62932,2,1.0,2
2146278,694,2017-12-03 10:08:41,33058,3,,3
1730230,305070,2016-12-16 15:34:03,14560,3,11.0,7
494219,457011,2017-06-26 14:34:47,17953,3,,7
491473,328543,2017-04-17 11:42:22,65621,3,2.0,7
1624920,279088,2016-06-05 07:26:37,18475,2,1.0,1
1506616,484132,2016-04-29 20:25:21,63087,3,,5
876173,255395,2016-08-22 23:26:58,70601,2,,4
3224485,464266,2016-12-18 19:14:07,28450,3,,4
1157505,345347,2016-12-05 08:40:40,69390,3,,7
3641435,126837,2017-01-16 10:02:24,1011,3,,7
1652000,204437,2016-12-06 08:32:17,39649,3,,5
1476656,104902,2016-11-16 04:01:23,44048,2,1.0,7
1636091,29497,2016-05-17 18:16:58,19868,2,11.0,10
3156094,70922,2017-02-09 08:03:02,13771,3,,8
3123895,155056,2017-03-28 13:11:24,13371,3,,7
3006029,327,2017-03-18 18:20:48,42716,3,,7
416057,259784,2017-12-22 06:48:18,42414,2,,7
2596413,180909,2016-01-15 07:54:06,39545,2,,4
3221203,205824,2016-09-02 06:58:40,15134,3,,7
2761303,229821,2016-05-09 09:39:10,44398,2,,1
438783,166425,2016-04-10 02:07:35,70506,1,9.0,1
1619773,255410,2017-07-02 04:13:22,49082,2,,7
290859,383028,2017-01-20 08:46:33,43420,2,,4
